SNX24	XM_046905304#SNX24
ENSGALG00010028503	ENSGALT00010069016#NDOR1
ENSGALG00010017706	ENSGALT00010042812#FGFRL1
ENSGALG00010003541	ENSGALT00010008276#CNR1
ENSGALG00010016962	XM_046899042#SQOR
ENSGALG00010001276	ENSGALT00010002945#ENSGALG00010001276
ENSGALG00010030107	XM_426232#RPTOR
ENSGALG00010018920	ENSGALT00010045772#ACAD11
ENSGALG00010004057	ENSGALT00010009406#ENSGALG00010004057
ENSGALG00010001982	ENSGALT00010004653#DMD
ENSGALG00010017948	XM_046903423#PLAT
ENSGALG00010005252	ENSGALT00010012440#KLHL14
XM_015290599	XM_015290599#LOC107053954
ENSGALG00010000432	XM_040657237#ENSGALG00010000432
ENSGALG00010020981	XM_025155545#CIT
ENSGALG00010023738	ENSGALT00010057871#ENSGALG00010023738
ENSGALG00010021584	ENSGALT00010052385#OVCH2
ENSGALG00010004364	NM_001193589#TSHR
ENSGALG00010010928	ENSGALT00010026180#HECW2
ENSGALG00010023002	ENSGALT00010056016#ATG16L1
ENSGALG00010009809	ENSGALT00010023433#SMDT1
ENSGALG00010008974	ENSGALT00010021332#SMCO4
XM_040653273	XM_040653273#LOC121107679
ENSGALG00010013123	XM_025148992#PPFIBP1
ENSGALG00010009367	ENSGALT00010022341#DMXL1
ENSGALG00010002371	ENSGALT00010005408#BAG3
ENSGALG00010018512	ENSGALT00010044791#FERMT1
ENSGALG00010024437	ENSGALT00010059639#HERC1
ENSGALG00010005245	ENSGALT00010012415#KIAA1217
ENSGALG00010005232	ENSGALT00010012380#GATA3
ENSGALG00010024420	ENSGALT00010059576#TMEM106C
ENSGALG00010001756	XM_046901604#ENSGALG00010001756
ENSGALG00010009026	XM_040699701#RAPGEF2
ENSGALG00010021055	XM_046942276#IRAG1
ENSGALG00010012063	XM_040655741#PTPRD
ENSGALG00010009578	ENSGALT00010022834#KIF5C
ENSGALG00010026920	XM_015293080#GATA2
ENSGALG00010029360	ENSGALT00010071005#ACACA
ENSGALG00010027276	XM_015281164#ENSGALG00010027276
ENSGALG00010029418	ENSGALT00010071163#ABCA5
ENSGALG00010003229	XM_046942315#STIM1
ENSGALG00010008179	XM_004949625#SEMA6A
ENSGALG00010015862	ENSGALT00010038212#PDGFRL
ENSGALG00010000571	ENSGALT00010001191#ENSGALG00010000571
ENSGALG00010001104	XM_046898455#MBNL1
ENSGALG00010017662	ENSGALT00010042689#GOLGA4
ENSGALG00010009722	ENSGALT00010023221#GBA2
XM_046903826	XM_046903826#LOC107057437
ENSGALG00010009024	ENSGALT00010021477#PMAIP1
ENSGALG00010010859	XM_015285148#ENSGALG00010010859
ENSGALG00010021090	ENSGALT00010051047#ADM
ENSGALG00010012761	ENSGALT00010030564#SMPDL3A
ENSGALG00010013444	ENSGALT00010032386#OSBPL8
ENSGALG00010002894	XM_015280993#FCHSD2
ENSGALG00010027930	ENSGALT00010067700#RAF1
ENSGALG00010026277	XM_046904385#SMARCD2
ENSGALG00010008974	ENSGALT00010021363#SMCO4
ENSGALG00010009137	ENSGALT00010021794#IPMK
XM_004950921	XM_004950921#LOC101747554
ENSGALG00010009441	ENSGALT00010022557#ZNF518B
ENSGALG00010024764	ENSGALT00010060458#ENSGALG00010024764
ENSGALG00010014626	XM_040671408#C2CD5
ENSGALG00010023215	XM_025153693#TRIP12
ENSGALG00010003108	ENSGALT00010007232#PPP1R3B
ENSGALG00010018397	NM_001277151#FAM173A
ENSGALG00010024826	XM_004939159#RBM33
ENSGALG00010016680	ENSGALT00010040209#BPIFB3
ENSGALG00010025115	NM_001396259#MGAT4F
ENSGALG00010021160	XM_040701211#ZNF143
ENSGALG00010001642	XM_040648830#ENSGALG00010001642
ENSGALG00010024539	ENSGALT00010059855#RAPGEFL1
XM_040657148	XM_040657148#LOC121108881
ENSGALG00010011903	NM_001397115#LTA4H
ENSGALG00010020992	ENSGALT00010050751#KCNH7
ENSGALG00010013794	XM_046938868#GTF3C6
ENSGALG00010019212	ENSGALT00010046432#RPL22
ENSGALG00010000529	ENSGALT00010001119#STIP1
ENSGALG00010024513	ENSGALT00010059802#SPTY2D1
ENSGALG00010001696	XM_015284799#FAM135A
ENSGALG00010006701	ENSGALT00010015998#LINGO2
ENSGALG00010028474	ENSGALT00010068948#PEX19
ENSGALG00010025130	NM_001271973#ATP2A2
ENSGALG00010027266	ENSGALT00010066104#SLC26A6
ENSGALG00010004300	NM_001379258#VNN2
ENSGALG00010012063	XM_040655785#PTPRD
ENSGALG00010027107	ENSGALT00010065691#KIF21B
ENSGALG00010021088	XM_025155540#ANKLE2
ENSGALG00010004942	XM_040698128#GABRR1
ENSGALG00010021346	XM_417405#RPS21
ENSGALG00010002046	ENSGALT00010004627#FAM126A
ENSGALG00010022226	XM_015275655#FBRSL1
ENSGALG00010004883	ENSGALT00010011421#KRIT1
XM_046911882	XM_046911882#LOC124417692
ENSGALG00010013824	XM_040703393#AHR2
ENSGALG00010022681	XM_040706001#PPP2R3A
ENSGALG00010021079	ENSGALT00010051019#WNT8B
ENSGALG00010027874	ENSGALT00010067553#FRS3
ENSGALG00010005172	ENSGALT00010012196#OSBPL1A
ENSGALG00010029290	ENSGALT00010070835#ENSGALG00010029290
ENSGALG00010010724	XM_015285193#ADCY3
ENSGALG00010008116	ENSGALT00010019352#URAH
ENSGALG00010020323	ENSGALT00010049075#ARHGAP25
ENSGALG00010014173	NM_001257313#MND1
ENSGALG00010018315	XM_046923491#CLASP2
ENSGALG00010003473	ENSGALT00010008066#ENSGALG00010003473
ENSGALG00010028540	ENSGALT00010069117#ENSGALG00010028540
ENSGALG00010004739	XM_040699879#ENSGALG00010004739
ENSGALG00010013355	XM_421851#FAM171B
ENSGALG00010004791	NM_001030337#FZD1
ENSGALG00010022707	ENSGALT00010055223#SALL1
ENSGALG00010029281	XM_046902730#KIAA0753
ENSGALG00010001758	ENSGALT00010004016#COL19A1
ENSGALG00010002518	XM_040653949#MAST1
ENSGALG00010003395	ENSGALT00010007905#ENSGALG00010003395
ENSGALG00010018019	NM_001199430#NAPB
ENSGALG00010026298	XM_418112#SNF8
ENSGALG00010003191	XM_040653938#CC2D1A
ENSGALG00010018165	XM_040698707#DACH2
ENSGALG00010016849	XM_040651880#WASF2
ENSGALG00010011239	XM_046944401#RALGPS2
ENSGALG00010024878	ENSGALT00010060750#RHPN2
ENSGALG00010006010	ENSGALT00010014387#IPO5
ENSGALG00010019215	ENSGALT00010046435#ENSGALG00010019215
ENSGALG00010017800	LOC121111986#ENSGALG00010017800
ENSGALG00010019115	ENSGALT00010046264#DBNL
ENSGALG00010023028	ENSGALT00010056072#TMEM61
ENSGALG00010027611	XM_025144296#B3GNT3
ENSGALG00010021897	ENSGALT00010053253#ENSGALG00010021897
ENSGALG00010026109	ENSGALT00010063615#SPDEF
ENSGALG00010002758	ENSGALT00010006389#GREB1
ENSGALG00010004892	ENSGALT00010011443#HEY2
ENSGALG00010002393	XM_046940756#GPM6B
ENSGALG00010027471	XM_025143651#ENSGALG00010027471
ENSGALG00010028203	XM_025156012#LHX3
ENSGALG00010025604	NM_001396351#HVCN1
ENSGALG00010016382	ENSGALT00010039449#UGDH
ENSGALG00010024750	ENSGALT00010060419#APOA4
ENSGALG00010002883	ENSGALT00010006731#MAP3K15
ENSGALG00010028333	ENSGALT00010068611#ENSGALG00010028333
ENSGALG00010009716	ENSGALT00010023210#ENSGALG00010009716
ENSGALG00010017755	ENSGALT00010042914#C1D
ENSGALG00010010037	ENSGALT00010023869#NAA15
ENSGALG00010010588	NM_001006236#SLC25A3
ENSGALG00010002432	ENSGALT00010005603#RAVER1
ENSGALG00010015115	ENSGALT00010036397#CLDN2
ENSGALG00010007539	ENSGALT00010017955#RPS3A
ENSGALG00010018780	ENSGALT00010045372#WDHD1
ENSGALG00010023840	XM_015300391#SMAGP
ENSGALG00010005567	ENSGALT00010013342#NDST3
ENSGALG00010021642	NM_001398079#NPTN
ENSGALG00010014258	XM_004942531#ENSGALG00010014258
ENSGALG00010029664	XM_046902263#RAB37
ENSGALG00010017384	XM_015287507#ARID4A
ENSGALG00010004233	XM_040698380#NHSL1
ENSGALG00010015620	ENSGALT00010037584#PDRG1
ENSGALG00010000857	XM_040657169#ENSGALG00010000857
ENSGALG00010002700	XM_040705613#LHFPL6
ENSGALG00010005545	NM_001006442#RPL34
ENSGALG00010022279	XM_040648326#EP400
ENSGALG00010008011	XM_418898#ADNP2
ENSGALG00010016862	ENSGALT00010040683#TXK
ENSGALG00010023472	ENSGALT00010057186#PTPN6
ENSGALG00010001673	ENSGALT00010003830#HYAL6
ENSGALG00010001407	NM_001397272#FOXP2
ENSGALG00010025486	ENSGALT00010062215#B3GALT1
ENSGALG00010011522	ENSGALT00010027576#ENSGALG00010011522
ENSGALG00010021687	ENSGALT00010052697#ZNF384
ENSGALG00010017530	ENSGALT00010042371#TLR1B
ENSGALG00010026825	XM_015289434#ADAM23
ENSGALG00010024328	XM_001234390#YDJC
ENSGALG00010009012	XM_040671931#DEUP1
ENSGALG00010007443	XM_004949604#ENSGALG00010007443
ENSGALG00010009142	XM_046939006#LGALS8
ENSGALG00010005941	ENSGALT00010014233#TXLNB
ENSGALG00010022787	XM_040702876#ENO4
ENSGALG00010015095	XM_046908808#RBFOX2
ENSGALG00010007663	XM_046940337#ARFIP1
ENSGALG00010017445	ENSGALT00010042118#F9
ENSGALG00010018251	ENSGALT00010044067#USP48
ENSGALG00010024144	ENSGALT00010058924#HNRNPA3
ENSGALG00010014142	ENSGALT00010033959#PPIL6
XM_004942361	XM_004942361#LOC423967
ENSGALG00010012673	ENSGALT00010030349#ENSGALG00010012673
ENSGALG00010014903	ENSGALT00010035949#MCF2L
ENSGALG00010009111	XM_015300223#LRFN1
XM_040657273	XM_040657273#LOC121108938
ENSGALG00010028348	ENSGALT00010068670#NES
ENSGALG00010017558	XM_004943928#ENSGALG00010017558
ENSGALG00010008832	XM_015283095#MTSS1
ENSGALG00010008273	ENSGALT00010019784#TMEM144
ENSGALG00010002747	ENSGALT00010006380#FUT9
ENSGALG00010021526	ENSGALT00010052203#KCNJ12
ENSGALG00010024634	XM_040654853#ENSGALG00010024634
ENSGALG00010029488	ENSGALT00010071295#ENSGALG00010029488
ENSGALG00010013378	ENSGALT00010032204#SH3RF3
ENSGALG00010023368	ENSGALT00010056964#ENSGALG00010023368
ENSGALG00010025067	XM_040700888#SLC1A2
ENSGALG00010004969	NM_001396240#YTHDC1
ENSGALG00010008745	XM_015275805#GRAMD4
ENSGALG00010010762	ENSGALT00010025712#MRPL39
XM_040656225	XM_040656225#LOC121108522
ENSGALG00010000272	ENSGALT00010000528#ENSGALG00010000272
ENSGALG00010024502	ENSGALT00010059778#VPS8
ENSGALG00010001204	ENSGALT00010002785#SNX2
ENSGALG00010028491	ENSGALT00010068984#TOR1B
ENSGALG00010019127	ENSGALT00010046300#TMBIM1
ENSGALG00010026740	XM_040704470#DAB1
ENSGALG00010014796	XM_040655406#PRLR
ENSGALG00010005504	XM_040697644#LATS1
XM_040704525	XM_040704525#LOC121109027
ENSGALG00010020170	XM_025151802#SORCS1
ENSGALG00010015669	ENSGALT00010037762#INPP4A
ENSGALG00010028516	ENSGALT00010069065#GATAD2A
ENSGALG00010014099	XM_040650633#TPX2
ENSGALG00010012561	XM_046937875#OSGIN2
ENSGALG00010003797	ENSGALT00010008791#ENSGALG00010003797
ENSGALG00010025504	XM_004935003#AMPD1
ENSGALG00010014539	XM_040655524#PAIP1
ENSGALG00010002960	ENSGALT00010006902#BLEC2
ENSGALG00010018618	NM_001277752#FAHD1
ENSGALG00010010857	XM_040699296#SEL1L3
ENSGALG00010025437	ENSGALT00010062105#ENSGALG00010025437
ENSGALG00010016402	ENSGALT00010039523#SEPTIN8
ENSGALG00010004340	ENSGALT00010010124#SLC4A4
ENSGALG00010009252	ENSGALT00010022055#SIRT1
ENSGALG00010020949	ENSGALT00010050619#HPS6
ENSGALG00010016361	ENSGALT00010039393#NELFCD
ENSGALG00010014120	XM_046939369#SOX5
ENSGALG00010001536	ENSGALT00010003540#ASMT
ENSGALG00010019215	XM_025142819#ENSGALG00010019215
ENSGALG00010005340	ENSGALT00010012673#ENSGALG00010005340
ENSGALG00010027359	XM_015298607#ENSGALG00010027359
ENSGALG00010012831	ENSGALT00010030770#ENSGALG00010012831
ENSGALG00010005462	ENSGALT00010013033#AHI1
ENSGALG00010005470	ENSGALT00010013059#SEMA3A
ENSGALG00010026081	ENSGALT00010063757#KPNA1
ENSGALG00010024804	XM_025153754#WDR53
ENSGALG00010019443	XM_046944122#NCKAP5
XM_040649942	XM_040649942#LOC107054741
ENSGALG00010003680	NM_001271159#TRAPPC5
ENSGALG00010015816	XM_025146645#MITD1
ENSGALG00010005502	ENSGALT00010013156#SCFD1
ENSGALG00010027876	ENSGALT00010067568#ANAPC2
ENSGALG00010026999	ENSGALT00010065440#MLEC
ENSGALG00010029239	XM_046902221#RBFOX3
ENSGALG00010029457	ENSGALT00010071242#ENSGALG00010029457
ENSGALG00010021784	XM_004947468#ANGPTL7
ENSGALG00010022237	ENSGALT00010054152#SUN1
ENSGALG00010027277	ENSGALT00010066134#KCND3
ENSGALG00010009605	ENSGALT00010022905#ENSGALG00010009605
ENSGALG00010027583	ENSGALT00010066814#GLE1
ENSGALG00010001869	ENSGALT00010004248#CRLF2
ENSGALG00010008466	ENSGALT00010020217#C11orf97
ENSGALG00010011962	XM_015281733#CPSF6
ENSGALG00010011088	ENSGALT00010026537#ENSGALG00010011088
ENSGALG00010023714	NM_001006406#EIF3M
XM_040651570	XM_040651570#LOC121107422
ENSGALG00010017691	ENSGALT00010042771#LZTS1
ENSGALG00010018485	ENSGALT00010044727#ATP2C1
XM_046933157	XM_046933157#LOC121110087
ENSGALG00010021761	ENSGALT00010052903#MAFB
ENSGALG00010017711	XM_040688825#LRRFIP2
ENSGALG00010002386	XM_040648594#MHCY2B2
ENSGALG00010021467	ENSGALT00010052042#LHFPL4
XM_046939588	XM_046939588#LOC124417859
ENSGALG00010009439	XM_040698273#B3GALNT2
ENSGALG00010009554	ENSGALT00010022778#ABCB10
ENSGALG00010015261	XM_040705666#IQCG
ENSGALG00010012125	ENSGALT00010029099#RNF152
ENSGALG00010013371	ENSGALT00010032216#FAT1
ENSGALG00010001238	XM_025153596#GOLIM4
ENSGALG00010008157	ENSGALT00010019458#CTSO
ENSGALG00010026673	XM_004934358#DEPDC5
ENSGALG00010024895	ENSGALT00010060795#ENSGALG00010024895
ENSGALG00010010124	ENSGALT00010024043#ENSGALG00010010124
ENSGALG00010011909	ENSGALT00010028478#C8orf48
ENSGALG00010006243	XM_426302#ARHGEF38
ENSGALG00010011306	ENSGALT00010027020#ECI2
XM_046904634	XM_046904634#LOC124417436
ENSGALG00010014295	XM_015286536#CACNA1C
ENSGALG00010004181	ENSGALT00010009757#BBS12
ENSGALG00010026628	ENSGALT00010064657#FYB2
ENSGALG00010002000	ENSGALT00010004533#ENSGALG00010002000
ENSGALG00010021208	ENSGALT00010051388#ENSGALG00010021208
ENSGALG00010029295	ENSGALT00010070846#SOCS3
XM_040698132	XM_040698132#LOC121110343
ENSGALG00010017039	ENSGALT00010041190#MAP2K5
ENSGALG00010022247	ENSGALT00010054148#GALNT9
ENSGALG00010009297	XM_040702351#CTNNA3
ENSGALG00010008211	ENSGALT00010019648#ADGRB1
ENSGALG00010003707	LOC121108135#ENSGALG00010003707
ENSGALG00010001739	XM_040654557#ENSGALG00010001739
ENSGALG00010011708	ENSGALT00010028011#IK
ENSGALG00010012712	ENSGALT00010030413#EEF1E1
XM_046939204	XM_046939204#LOC124417823
ENSGALG00010016704	XM_015278274#CSTF2
ENSGALG00010024823	ENSGALT00010060602#ASB10
ENSGALG00010020590	ENSGALT00010049718#INTS7
ENSGALG00010012275	XM_418337#VIRMA
ENSGALG00010028017	ENSGALT00010067907#ENSGALG00010028017
ENSGALG00010024168	ENSGALT00010058956#BIRC7
ENSGALG00010000436	ENSGALT00010000907#ENSGALG00010000436
ENSGALG00010019081	XM_025153993#PCSK6
ENSGALG00010023342	XM_025142412#FITM2
ENSGALG00010003716	XM_046901426#YLEC8
ENSGALG00010016200	XM_040699405#MICU3
ENSGALG00010011533	ENSGALT00010027607#ENSGALG00010011533
ENSGALG00010009720	ENSGALT00010023367#RELN
ENSGALG00010029162	XM_046902299#ELN
ENSGALG00010029662	XM_040649914#ENSGALG00010029662
ENSGALG00010016546	XM_040651313#C1QTNF12
ENSGALG00010022742	ENSGALT00010055290#IFT46
ENSGALG00010004265	ENSGALT00010009985#PIP4K2A
ENSGALG00010000043	XM_046899197#PPIP5K1
ENSGALG00010017656	ENSGALT00010042671#FSD2
ENSGALG00010023978	XM_015276879#TFDP2
ENSGALG00010013033	ENSGALT00010031405#MAP3K1
ENSGALG00010028917	ENSGALT00010069964#NR6A1
XM_046937942	XM_046937942#LOC124418322
ENSGALG00010017682	NM_001308001#TMED11
ENSGALG00010009129	ENSGALT00010021769#ENSGALG00010009129
ENSGALG00010015110	ENSGALT00010036386#ENSGALG00010015110
ENSGALG00010009567	XM_040647286#NSD1
ENSGALG00010026920	NM_001396595#GATA2
ENSGALG00010004094	XM_046937764#DGKB
ENSGALG00010018229	ENSGALT00010044028#AS3MT
ENSGALG00010007873	XM_040651701#ENSGALG00010007873
XM_040656207	XM_040656207#LOC121108498
ENSGALG00010022649	XM_004934373#PATZ1
ENSGALG00010025161	NM_001396169#ENSGALG00010025161
ENSGALG00010023066	ENSGALT00010056172#TLR21
ENSGALG00010004113	XM_040697314#ECHDC1
ENSGALG00010012910	XM_040669088#XPNPEP3
ENSGALG00010005307	ENSGALT00010012581#TIAM2
ENSGALG00010004003	ENSGALT00010009270#HNRNPDL
ENSGALG00010001991	ENSGALT00010004534#TOMM7
ENSGALG00010021526	ENSGALT00010052199#KCNJ12
ENSGALG00010024746	ENSGALT00010060408#HOXD4
ENSGALG00010007923	XM_046915380#YAP1
ENSGALG00010016221	ENSGALT00010038990#TMEM200B
ENSGALG00010028893	ENSGALT00010069901#STXBP1
ENSGALG00010010404	ENSGALT00010024911#COP1
ENSGALG00010023702	ENSGALT00010057800#COL4A4
ENSGALG00010018560	XM_004940150#ENSGALG00010018560
ENSGALG00010006387	ENSGALT00010015257#OTUD4
ENSGALG00010024220	ENSGALT00010059089#SIAH1
ENSGALG00010017700	XM_040647443#VPS35L
ENSGALG00010005930	XM_040656137#ENSGALG00010005930
ENSGALG00010029662	XM_040649919#ENSGALG00010029662
ENSGALG00010010011	ENSGALT00010023852#EPB41L4A
ENSGALG00010026481	XM_040652227#DIXDC1
ENSGALG00010010006	XM_015285696#PPARGC1A
ENSGALG00010028800	ENSGALT00010069669#ENSGALG00010028800
ENSGALG00010011886	ENSGALT00010028413#NTNG1
ENSGALG00010024786	ENSGALT00010060508#PDCD5
ENSGALG00010023235	ENSGALT00010056662#ENSGALG00010023235
ENSGALG00010020945	XM_040700610#NUMB
ENSGALG00010008372	XM_004940931#CLCN3
ENSGALG00010012673	ENSGALT00010030366#ENSGALG00010012673
ENSGALG00010027830	XM_040646112#CACNA1D
XM_040655053	XM_040655051#LOC121108150
ENSGALG00010000654	ENSGALT00010001372#ENSGALG00010000654
ENSGALG00010002520	XM_040697893#TTC32
ENSGALG00010014128	XM_046904336#COL4A1
ENSGALG00010016835	XM_004940105#CCDC88A
ENSGALG00010004553	XM_025150893#BATF
ENSGALG00010027705	ENSGALT00010067144#S100A11
ENSGALG00010015386	ENSGALT00010036953#SLC24A4
ENSGALG00010023309	XM_046944862#PIK3R3
ENSGALG00010029668	NM_001293292#CRCP
ENSGALG00010021330	NM_001277632#COMMD4
ENSGALG00010022128	ENSGALT00010053836#PLA2G3
ENSGALG00010027327	ENSGALT00010066254#RBM6
ENSGALG00010022158	ENSGALT00010053910#CWC25
ENSGALG00010011573	ENSGALT00010027695#CMAS
ENSGALG00010000170	XM_040656770#ENSGALG00010000170
ENSGALG00010023249	ENSGALT00010056686#IL12RB2
XM_040654558	XM_040654558#LOC121107953
ENSGALG00010021778	NM_001397481#RBL2
ENSGALG00010012119	ENSGALT00010029058#EPG5
ENSGALG00010029240	ENSGALT00010070679#MIS12
ENSGALG00010005959	XM_040706167#ENSGALG00010005959
ENSGALG00010002701	XM_046933071#TMEM196
ENSGALG00010023184	XM_424488#SMARCD1
ENSGALG00010008324	XM_040696199#SCRIB
ENSGALG00010012086	ENSGALT00010028966#CIBAR1
XM_040669330	XM_040669330#LOC121110533
NM_001277865	NM_001277865#SELENOH
ENSGALG00010011389	XM_046898247#RC3H1
ENSGALG00010025355	XM_046905028#STAT6
ENSGALG00010010275	ENSGALT00010024509#PDE8B
ENSGALG00010017500	ENSGALT00010042335#ACAP2
ENSGALG00010011412	XM_015289308#KANSL1L
ENSGALG00010020959	XM_046943085#ENSGALG00010020959
ENSGALG00010029477	ENSGALT00010071280#FAM104A
ENSGALG00010024446	ENSGALT00010059645#GRM4
ENSGALG00010024282	ENSGALT00010059236#HIC2
ENSGALG00010007663	XM_040699109#ARFIP1
ENSGALG00010015422	ENSGALT00010037039#ENSGALG00010015422
ENSGALG00010001745	XM_040649141#CADPS2
XM_046901863	XM_046901863#LOC124417279
ENSGALG00010023937	NM_001006192#XBP1
ENSGALG00010018188	XM_426018#UBP1
ENSGALG00010015490	ENSGALT00010037223#RANBP2
ENSGALG00010017574	NM_001167737#DYNC1LI1
ENSGALG00010028572	XM_001233463#TBC1D13
ENSGALG00010015409	ENSGALT00010037026#FAM13B
XM_025143534	XM_040652540#LOC107055096
ENSGALG00010023693	NM_001397287#SRSF11
ENSGALG00010024885	XM_025143962#SLC4A1
ENSGALG00010003843	XM_025146805#LRCH1
ENSGALG00010003261	ENSGALT00010007638#PEX2
ENSGALG00010010119	XM_015275773#SRPK2
ENSGALG00010008165	XM_046941098#MRPL1
ENSGALG00010015691	ENSGALT00010037793#EXOC3L4
ENSGALG00010003280	ENSGALT00010007694#ENSGALG00010003280
ENSGALG00010013308	ENSGALT00010032023#NMU
ENSGALG00010019931	ENSGALT00010048136#ZFYVE26
ENSGALG00010014971	NM_001039335#SMC5
ENSGALG00010007868	ENSGALT00010018723#INHBA
ENSGALG00010028200	ENSGALT00010068346#ENSGALG00010028200
ENSGALG00010008351	ENSGALT00010019995#IST1
ENSGALG00010014740	ENSGALT00010035423#TRMT9B
ENSGALG00010006855	ENSGALT00010016302#DCLK2
ENSGALG00010008111	ENSGALT00010019343#SYTL2
ENSGALG00010001476	ENSGALT00010003415#IGF2BP3
ENSGALG00010013246	XM_046905711#LNPEP
NM_001031481	NM_001031481#HIST1H2B8
ENSGALG00010008693	ENSGALT00010020613#C4orf46
ENSGALG00010028157	XM_025141508#PRRC2B
ENSGALG00010024570	ENSGALT00010059941#TPM1
ENSGALG00010023650	ENSGALT00010057621#ENSGALG00010023650
ENSGALG00010007870	XM_046938413#AvBD3
ENSGALG00010014089	ENSGALT00010033839#FIG4
ENSGALG00010011116	XM_015285738#TAPT1
ENSGALG00010018786	NM_205528#DSTN
ENSGALG00010021624	ENSGALT00010052514#HSD11B2
ENSGALG00010005254	XM_040654422#ENSGALG00010005254
XM_040646448	XM_040646446#LOC112533354
ENSGALG00010015836	ENSGALT00010038131#ENSGALG00010015836
XM_046905126	XM_046905126#LOC121108196
ENSGALG00010020096	XM_040701121#GPHN
ENSGALG00010023847	XM_046942696#PIK3AP1
XM_040649661	XM_040649661#LOC107057173
ENSGALG00010012508	ENSGALT00010029982#MDM1
ENSGALG00010003986	XM_040699830#FNDC3A
ENSGALG00010022691	XM_040653438#ASIC2
ENSGALG00010022619	XM_015287158#MADD
ENSGALG00010003925	XM_015276250#SEC31A
ENSGALG00010020484	ENSGALT00010049506#TRNT1
ENSGALG00010013915	ENSGALT00010033351#ENSGALG00010013915
ENSGALG00010009345	XM_004940050#ZFAT
ENSGALG00010009720	ENSGALT00010023277#RELN
ENSGALG00010024601	ENSGALT00010060019#ENSGALG00010024601
ENSGALG00010018168	ENSGALT00010043895#ENSGALG00010018168
ENSGALG00010013417	XM_046939270#AKR1B1
ENSGALG00010015738	XM_004938496#CRACDL
ENSGALG00010007977	ENSGALT00010019011#APOB
XM_040657136	XM_040657136#LOC121108877
ENSGALG00010022226	XM_015275665#FBRSL1
ENSGALG00010026422	ENSGALT00010064275#P2RX3
ENSGALG00010027955	ENSGALT00010067755#ENSGALG00010027955
ENSGALG00010020646	ENSGALT00010049851#CEP70
ENSGALG00010007395	ENSGALT00010017620#ENSGALG00010007395
ENSGALG00010002661	XM_429769#ACBD7
ENSGALG00010028026	ENSGALT00010067923#ANKMY1
ENSGALG00010013123	XM_025148984#PPFIBP1
ENSGALG00010003193	XM_040698706#ACOT9
ENSGALG00010009026	ENSGALT00010021539#RAPGEF2
ENSGALG00010004935	XM_025148356#SVIL
ENSGALG00010025229	ENSGALT00010061565#ENSGALG00010025229
ENSGALG00010029568	XM_001233845#ENSGALG00010029568
ENSGALG00010006478	ENSGALT00010015463#ENSGALG00010006478
ENSGALG00010020880	XM_015293311#PXK
ENSGALG00010028314	XM_040652374#MEF2D
ENSGALG00010007321	ENSGALT00010017459#CD200
XM_040657126	XM_040657132#LOC121108875
XM_025149310	XM_025149310#LOC107049109
ENSGALG00010015866	XM_015278264#ARHGEF6
ENSGALG00010024765	ENSGALT00010060461#SNRNP35
ENSGALG00010021348	XM_015289706#SLC4A3
ENSGALG00010012193	XM_040703017#TTLL1
ENSGALG00010028535	ENSGALT00010069100#TICAM1
XM_004937831	XM_004937831#LOC418086
ENSGALG00010010534	XM_015299803#SYNJ1
ENSGALG00010013089	NM_001199558#TBK1
ENSGALG00010027723	XM_046903883#ENSGALG00010027723
ENSGALG00010016556	ENSGALT00010039877#ASAP3
ENSGALG00010017820	ENSGALT00010043076#FLRT2
ENSGALG00010005821	ENSGALT00010013876#DOCK9
ENSGALG00010029395	ENSGALT00010071101#DPH1
ENSGALG00010021160	ENSGALT00010051273#ZNF143
ENSGALG00010004942	ENSGALT00010011577#GABRR1
ENSGALG00010005193	XM_040697483#EPB41L2
ENSGALG00010021562	XM_040647399#LRP6
ENSGALG00010020734	XM_015286201#SIGIRR
ENSGALG00010002586	ENSGALT00010005959#GPR63
ENSGALG00010015825	ENSGALT00010038108#RUNX3
ENSGALG00010024561	ENSGALT00010060056#ROBO3
ENSGALG00010029317	ENSGALT00010070902#KPNA2
ENSGALG00010025597	ENSGALT00010062476#SCN2A
ENSGALG00010017100	ENSGALT00010041272#SUSD5
ENSGALG00010004046	ENSGALT00010009367#ENSGALG00010004046
ENSGALG00010017593	ENSGALT00010042534#MTHFR
ENSGALG00010009649	XM_015293576#TENM2
ENSGALG00010019302	XM_046938653#USP34
ENSGALG00010016741	NM_001031167#NELFA
ENSGALG00010024570	XM_015278784#TPM1
ENSGALG00010016251	XM_040655586#MPDZ
ENSGALG00010006113	ENSGALT00010014607#EIF2B2
ENSGALG00010004705	ENSGALT00010010947#ENSGALG00010004705
ENSGALG00010008439	ENSGALT00010020171#ENSGALG00010008439
ENSGALG00010007841	XM_025149193#TRIM67
ENSGALG00010029518	NM_001098610#FAAP100
