ENSBTAG00000017942	ENSBTAT00000056382#CRTC2
ENSBTAG00000033186	NM_001076070#OXCT1
ENSBTAG00000037571	ENSBTAT00000056537#EBAG9
ENSBTAG00000007303	NM_001034717#RAD21
ENSBTAG00000022656	ENSBTAT00000134884#KCTD6
ENSBTAG00000011000	ENSBTAT00000014602#HDAC10
ENSBTAG00000011698	XM_010806822#TYK2
ENSBTAG00000051480	ENSBTAT00000075597#ENSBTAG00000051480
ENSBTAG00000002774	NM_001206526#PTPN23
ENSBTAG00000013333	NM_001192905#GYS2
ENSBTAG00000018705	XM_005213019#ADCY3
ENSBTAG00000060701	ENSBTAT00000106959#ENSBTAG00000060701
ENSBTAG00000064335	ENSBTAT00000088003#ENSBTAG00000064335
ENSBTAG00000030483	ENSBTAT00000020123#KLK7
ENSBTAG00000003500	NM_001038125#DCAF7
ENSBTAG00000007759	ENSBTAT00000064324#ABCB8
ENSBTAG00000010497	ENSBTAT00000013869#TRAF2
ENSBTAG00000027159	XM_005202999#ZBTB8OS
ENSBTAG00000031340	ENSBTAT00000085111#SLC6A20
ENSBTAG00000012026	XM_005207098#ENSBTAG00000012026
ENSBTAG00000027577	NM_001110185#C15H11orf91
ENSBTAG00000005373	XM_024997244#TPM1
ENSBTAG00000030922	XM_059877569#ENSBTAG00000030922
ENSBTAG00000051386	XM_059890525#ENSBTAG00000051386
ENSBTAG00000031235	NM_173922#IL5
ENSBTAG00000011131	XM_015472330#NMUR2
ENSBTAG00000016932	XM_025001715#SENP7
ENSBTAG00000052511	XM_024992667#ENSBTAG00000052511
ENSBTAG00000003218	ENSBTAT00000004180#RAB28
ENSBTAG00000011383	NM_001080281#SNX4
ENSBTAG00000013507	ENSBTAT00000126397#ENSBTAG00000013507
ENSBTAG00000012915	NM_001104965#ZNF404
ENSBTAG00000009963	XM_015475579#MORC2
ENSBTAG00000005067	ENSBTAT00000034806#UBTF
ENSBTAG00000015818	ENSBTAT00000049622#MMP1
ENSBTAG00000007904	NM_001075944#KRT72
ENSBTAG00000043957	ENSBTAT00000118708#TDRP
ENSBTAG00000049752	ENSBTAT00000071119#ENSBTAG00000049752
XM_002698780	XM_002698780#LOC533307
ENSBTAG00000018580	XM_005213679#CBY2
ENSBTAG00000011228	NM_001035077#FASTK
ENSBTAG00000012274	ENSBTAT00000116563#CIZ1
ENSBTAG00000038506	ENSBTAT00000009701#ENSBTAG00000038506
ENSBTAG00000051164	XM_024999529#WDR35
ENSBTAG00000016373	ENSBTAT00000075584#IFT56
ENSBTAG00000009112	ENSBTAT00000012010#TRAM2
ENSBTAG00000038434	XM_005227975#ATRX
ENSBTAG00000066510	ENSBTAT00000121608#ENSBTAG00000066510
ENSBTAG00000067542	ENSBTAT00000101871#ENSBTAG00000067542
ENSBTAG00000033174	ENSBTAT00000129041#TFAP4
NM_001390492	NM_001390492#OR56A4E
ENSBTAG00000016912	NM_174204#TSFM
ENSBTAG00000005431	NM_001076222#LMCD1
ENSBTAG00000051540	ENSBTAT00000111578#FNDC5
ENSBTAG00000039593	ENSBTAT00000054188#FAM98C
ENSBTAG00000068284	ENSBTAT00000111717#ENSBTAG00000068284
ENSBTAG00000049752	ENSBTAT00000067912#ENSBTAG00000049752
ENSBTAG00000013023	ENSBTAT00000130412#MAP4K4
ENSBTAG00000055120	ENSBTAT00000092376#OPHN1
ENSBTAG00000012838	NM_183363#RDH12
ENSBTAG00000021062	ENSBTAT00000092307#SMARCD2
ENSBTAG00000018299	XM_015473231#PIGH
ENSBTAG00000062458	ENSBTAT00000098205#ENSBTAG00000062458
ENSBTAG00000002650	ENSBTAT00000114614#ZPR1
ENSBTAG00000014759	ENSBTAT00000019637#WBP11
ENSBTAG00000058978	ENSBTAT00000127767#COL22A1
ENSBTAG00000005439	XM_002686161#EEIG2
ENSBTAG00000055560	ENSBTAT00000127152#ENSBTAG00000055560
ENSBTAG00000053084	NM_001390479#OR4K35
ENSBTAG00000012848	XM_005203219#PTPRU
ENSBTAG00000016063	ENSBTAT00000123395#DNER
ENSBTAG00000016869	NM_001167904#POLD3
ENSBTAG00000020331	ENSBTAT00000079526#COQ6
ENSBTAG00000021358	ENSBTAT00000072550#BLNK
ENSBTAG00000069397	ENSBTAT00000118578#ENSBTAG00000069397
ENSBTAG00000047834	ENSBTAT00000102543#EFR3A
ENSBTAG00000018358	XM_010805170#STAC3
ENSBTAG00000010105	ENSBTAT00000078639#SLC35G1
ENSBTAG00000057074	ENSBTAT00000107754#ENSBTAG00000057074
ENSBTAG00000058408	ENSBTAT00000104584#ENSBTAG00000058408
ENSBTAG00000025452	ENSBTAT00000088501#SF3A2
ENSBTAG00000046273	NM_001081516#TLCD3A
ENSBTAG00000063371	ENSBTAT00000113909#ENSBTAG00000063371
XM_059886721	XM_059886721#BORCS5
ENSBTAG00000014387	ENSBTAT00000019129#PRKAB2
ENSBTAG00000000341	NM_001101213#ISOC1
ENSBTAG00000039307	XM_059875060#YAP1
ENSBTAG00000005533	ENSBTAT00000090774#PPP2R5D
ENSBTAG00000046419	ENSBTAT00000063189#TPC3
ENSBTAG00000014735	ENSBTAT00000046051#HOXA13
ENSBTAG00000050393	ENSBTAT00000085276#ENSBTAG00000050393
ENSBTAG00000019305	ENSBTAT00000113858#EXOG
ENSBTAG00000010077	ENSBTAT00000021429#FANCD2
ENSBTAG00000012213	XM_002698897#WAPL
ENSBTAG00000004104	XM_024984090#RUNX2
ENSBTAG00000013855	XM_024980425#ORMDL3
ENSBTAG00000053806	ENSBTAT00000071382#ENSBTAG00000053806
ENSBTAG00000049788	XM_059877383#WFDC1
ENSBTAG00000015670	ENSBTAT00000084673#PAK3
ENSBTAG00000003990	ENSBTAT00000117533#ITPRIP
ENSBTAG00000006914	XM_005223660#PRR3
ENSBTAG00000018207	XM_015471262#M6PR
ENSBTAG00000014832	ENSBTAT00000068833#TMEFF2
ENSBTAG00000000329	NM_001046451#MEGF10
ENSBTAG00000001244	ENSBTAT00000134535#PLAT
ENSBTAG00000010184	ENSBTAT00000013436#G6PC1
ENSBTAG00000003954	ENSBTAT00000005172#ASH1L
ENSBTAG00000010427	XM_005216690#RASSF5
ENSBTAG00000010988	NM_001035448#MORF4L1
ENSBTAG00000037651	ENSBTAT00000123767#S100A2
XM_059890840	XM_059890840#LOC101904602
ENSBTAG00000019313	XM_015461039#ZMIZ1
ENSBTAG00000019515	NM_001015638#SNX17
ENSBTAG00000011298	XM_025001847#EYA1
ENSBTAG00000003635	XM_059892571#SLC35C2
ENSBTAG00000020379	XM_005212026#AREL1
ENSBTAG00000004080	NM_001193056#TIAL1
ENSBTAG00000019277	XM_024991677#KCNH3
ENSBTAG00000014653	ENSBTAT00000135884#SPNS1
ENSBTAG00000011023	NM_001102525#TMEM52B
ENSBTAG00000001988	NM_001034484#EIF3D
ENSBTAG00000039117	ENSBTAT00000070020#TOGARAM1
ENSBTAG00000034323	ENSBTAT00000075382#ENSBTAG00000034323
ENSBTAG00000061146	ENSBTAT00000091103#ENSBTAG00000061146
ENSBTAG00000013076	NM_001302940#SNX19
ENSBTAG00000013563	XM_059882812#TSG101
XM_024976563	XM_024976563#LOC112441770
ENSBTAG00000019331	ENSBTAT00000076385#KATNAL2
ENSBTAG00000002018	ENSBTAT00000084447#EIF5A
ENSBTAG00000012433	XM_059875837#DENND1B
ENSBTAG00000055827	ENSBTAT00000107699#B3GALT1
ENSBTAG00000008753	ENSBTAT00000128052#BRD8
ENSBTAG00000039772	NM_001205448#HTR2B
ENSBTAG00000010626	NM_001076802#SH3GLB2
ENSBTAG00000014192	NM_001099377#LRRTM2
ENSBTAG00000018085	ENSBTAT00000047442#GTSF1
ENSBTAG00000018153	XM_005213002#NRBP1
ENSBTAG00000001457	NM_001079795#TMEM267
ENSBTAG00000001483	XM_005216678#SRGAP2
ENSBTAG00000017911	ENSBTAT00000023806#HMX2
ENSBTAG00000040290	ENSBTAT00000064949#GSTO2
ENSBTAG00000000874	XM_005209754#CAST
ENSBTAG00000000650	ENSBTAT00000107591#TUBGCP6
ENSBTAG00000021703	XM_005201810#MED12L
ENSBTAG00000017379	ENSBTAT00000074776#GCN1
ENSBTAG00000009194	ENSBTAT00000098852#OSBPL10
ENSBTAG00000063160	ENSBTAT00000124512#ENSBTAG00000063160
ENSBTAG00000008371	XM_024979918#FBXL20
ENSBTAG00000039804	NM_001390069#OR9E2
ENSBTAG00000019036	ENSBTAT00000100034#ARHGAP28
ENSBTAG00000055030	ENSBTAT00000080400#ENSBTAG00000055030
ENSBTAG00000017604	ENSBTAT00000023407#RAB13
ENSBTAG00000033721	ENSBTAT00000047900#RLBP1
ENSBTAG00000068792	ENSBTAT00000113403#ENSBTAG00000068792
ENSBTAG00000011425	ENSBTAT00000100819#PTPRA
ENSBTAG00000001475	ENSBTAT00000055411#MCUR1
ENSBTAG00000005754	XM_005207798#PPM1K
ENSBTAG00000005708	NM_001105258#KIF20B
ENSBTAG00000044063	XM_059880821#B4GALT6
ENSBTAG00000015220	ENSBTAT00000125645#AGO4
ENSBTAG00000027654	NM_001077893#EIF4EBP1
ENSBTAG00000004292	ENSBTAT00000118337#CRMP1
ENSBTAG00000017031	ENSBTAT00000135333#ERICH3
ENSBTAG00000010129	ENSBTAT00000091624#SLITRK5
ENSBTAG00000013664	XM_059887756#FILIP1L
ENSBTAG00000045592	ENSBTAT00000064599#ENSBTAG00000045592
XM_024998222	XM_024998222#SMIM27
ENSBTAG00000004829	ENSBTAT00000096846#YIF1A
ENSBTAG00000013069	XM_010801176#IQCB1
ENSBTAG00000057260	ENSBTAT00000097370#ENSBTAG00000057260
XM_024996065	XM_024996065#LOC515953
ENSBTAG00000010660	XM_024992760#CACNA1C
ENSBTAG00000058355	NM_001390292#OR52A1E
ENSBTAG00000034281	XM_059876253#MGAT4D
ENSBTAG00000007705	NM_001101843#COLEC12
ENSBTAG00000067095	XM_024981522#ENSBTAG00000067095
ENSBTAG00000020466	ENSBTAT00000135681#CNTN5
XM_059884942	XM_059884942#LOC132344805
ENSBTAG00000063111	ENSBTAT00000103156#ENSBTAG00000063111
ENSBTAG00000009441	ENSBTAT00000090719#RBBP6
ENSBTAG00000011894	ENSBTAT00000074820#C22H3orf62
ENSBTAG00000012117	ENSBTAT00000076736#ATP6AP1
ENSBTAG00000016072	ENSBTAT00000021391#SHC2
ENSBTAG00000045934	ENSBTAT00000064230#GPR82
ENSBTAG00000010995	ENSBTAT00000106751#CINP
ENSBTAG00000021970	XM_024997017#EYA4
ENSBTAG00000063010	XM_005210524#ENSBTAG00000063010
ENSBTAG00000014270	ENSBTAT00000018961#UNC5B
ENSBTAG00000014429	ENSBTAT00000067538#KMT2D
ENSBTAG00000010681	ENSBTAT00000128824#NR1H3
ENSBTAG00000069679	ENSBTAT00000104043#ENSBTAG00000069679
ENSBTAG00000057481	ENSBTAT00000111262#ENSBTAG00000057481
ENSBTAG00000000918	XM_010808773#ERMARD
ENSBTAG00000054662	ENSBTAT00000069043#FBXL17
ENSBTAG00000066196	ENSBTAT00000110835#ENSBTAG00000066196
ENSBTAG00000011163	ENSBTAT00000014829#CYTL1
ENSBTAG00000005871	XM_010801438#MECOM
ENSBTAG00000016323	ENSBTAT00000032016#SLC7A14
ENSBTAG00000001173	ENSBTAT00000001558#PLXNA2
ENSBTAG00000006907	XM_024980560#NEB
ENSBTAG00000021700	XM_059874819#MADD
ENSBTAG00000046192	ENSBTAT00000085151#AK6
ENSBTAG00000019394	ENSBTAT00000111990#ANO5
ENSBTAG00000049471	NM_001099202#CT47B1
ENSBTAG00000022028	ENSBTAT00000134944#DERL3
ENSBTAG00000020166	XM_025000769#ZNFX1
ENSBTAG00000069472	XM_015475463#ENSBTAG00000069472
ENSBTAG00000001030	XM_005218082#MTMR3
ENSBTAG00000038733	ENSBTAT00000124814#EFS
ENSBTAG00000025868	ENSBTAT00000135536#TLN1
ENSBTAG00000002103	ENSBTAT00000068519#PLCG2
ENSBTAG00000012351	XM_059879098#ARNT2
ENSBTAG00000026672	NM_001434871#ENSBTAG00000026672
ENSBTAG00000022027	NM_001099150#ENSBTAG00000022027
ENSBTAG00000007876	ENSBTAT00000108406#MAPK8
ENSBTAG00000011579	ENSBTAT00000015383#CHRM1
ENSBTAG00000021725	XM_005213992#PCID2
ENSBTAG00000005938	ENSBTAT00000007796#BARHL2
ENSBTAG00000021076	XM_059886485#TNRC6B
ENSBTAG00000018345	XM_024980330#FBXO39
ENSBTAG00000018422	ENSBTAT00000053456#RIPK3
ENSBTAG00000006463	ENSBTAT00000072007#DLST
ENSBTAG00000043955	XM_002686634#SPMIP7
ENSBTAG00000055450	ENSBTAT00000134213#ENSBTAG00000055450
ENSBTAG00000009839	ENSBTAT00000012969#GSTK1
ENSBTAG00000015940	NM_001101297#SCGB2A2
ENSBTAG00000003927	NM_001076995#AAMP
ENSBTAG00000008935	ENSBTAT00000081994#PFDN5
XM_059886927	XM_059886927#MUC19
ENSBTAG00000023207	ENSBTAT00000031567#FAM3D
ENSBTAG00000030209	NM_176650#ARHGDIA
ENSBTAG00000025308	XM_024997881#STON2
ENSBTAG00000003766	NM_001080731#BLOC1S4
ENSBTAG00000039556	XM_059878100#WIPI1
ENSBTAG00000025428	ENSBTAT00000108112#ENSBTAG00000025428
ENSBTAG00000020837	ENSBTAT00000081198#ARHGEF16
ENSBTAG00000010691	ENSBTAT00000075371#USP39
ENSBTAG00000030247	ENSBTAT00000098942#NSMF
ENSBTAG00000012140	NM_001083702#ADGRG7
ENSBTAG00000020472	NM_001205625#KDM5A
ENSBTAG00000005026	ENSBTAT00000108262#MANEA
ENSBTAG00000056055	ENSBTAT00000131383#ENSBTAG00000056055
ENSBTAG00000022242	NM_001024513#DPP3
ENSBTAG00000017463	NM_001098916#RPS19BP1
ENSBTAG00000068272	ENSBTAT00000066339#GPR160
ENSBTAG00000036144	ENSBTAT00000050635#CXHXorf66
ENSBTAG00000006213	ENSBTAT00000008157#ENSBTAG00000006213
ENSBTAG00000002448	ENSBTAT00000067267#SNTG1
ENSBTAG00000015051	ENSBTAT00000093003#POLRMT
ENSBTAG00000048849	XM_059888697#ENSBTAG00000048849
ENSBTAG00000032637	ENSBTAT00000066897#EXOC1
ENSBTAG00000010029	ENSBTAT00000092191#ERC2
ENSBTAG00000005493	ENSBTAT00000073510#TBC1D14
ENSBTAG00000047338	XM_002690094#DCBLD1
ENSBTAG00000009650	XM_005213063#OTOF
ENSBTAG00000051386	XM_024997681#ENSBTAG00000051386
ENSBTAG00000008300	XM_005202778#FN1
ENSBTAG00000051149	XM_059877610#ENSBTAG00000051149
ENSBTAG00000013784	ENSBTAT00000080226#CSNK2A2
ENSBTAG00000027932	XM_024998843#BIRC6
ENSBTAG00000047194	ENSBTAT00000063248#ENSBTAG00000047194
ENSBTAG00000002019	XM_005224214#SERPINB5
ENSBTAG00000059409	ENSBTAT00000107323#ENSBTAG00000059409
ENSBTAG00000019401	NM_001434785#LRRIQ3
ENSBTAG00000012434	ENSBTAT00000105557#ENOX1
ENSBTAG00000013957	ENSBTAT00000018541#GALNT3
ENSBTAG00000065170	ENSBTAT00000090271#ENSBTAG00000065170
ENSBTAG00000019229	NM_001101989#TMEM144
ENSBTAG00000006719	XM_059882726#ZFAND4
ENSBTAG00000011000	NM_001075460#HDAC10
ENSBTAG00000002699	ENSBTAT00000095728#KIT
ENSBTAG00000016197	XM_010812484#PHLDB1
ENSBTAG00000014501	ENSBTAT00000098041#FERMT2
ENSBTAG00000045617	XM_002686648#MTERF1
ENSBTAG00000021341	NM_001098060#BTBD1
ENSBTAG00000003332	ENSBTAT00000115484#RPP40
ENSBTAG00000000326	ENSBTAT00000000431#ENTHD1
ENSBTAG00000025340	NM_001192304#CDHR2
ENSBTAG00000036298	ENSBTAT00000064509#ENSBTAG00000036298
ENSBTAG00000045895	XM_005216713#NFASC
ENSBTAG00000007280	ENSBTAT00000009573#ENSBTAG00000007280
ENSBTAG00000002282	NM_001014884#EIF1
ENSBTAG00000000576	ENSBTAT00000130272#ADGRG2
ENSBTAG00000016877	ENSBTAT00000022450#PLA2G2C
ENSBTAG00000039591	NM_001114511#TMEM167A
ENSBTAG00000039253	XM_002693314#OR51F2
ENSBTAG00000032548	XM_059874285#SYBU
ENSBTAG00000020143	ENSBTAT00000026830#RDH10
ENSBTAG00000012575	ENSBTAT00000076928#MAEA
ENSBTAG00000038168	ENSBTAT00000054494#SLITRK1
ENSBTAG00000021170	XM_059883364#OSBPL9
ENSBTAG00000010286	ENSBTAT00000013589#NPAT
ENSBTAG00000057677	NM_001390489#OR7E188
ENSBTAG00000010338	XM_010802456#FBXO36
ENSBTAG00000025383	ENSBTAT00000035646#ENSBTAG00000025383
ENSBTAG00000004745	XM_005217568#NAA15
ENSBTAG00000013275	XM_005216949#MAD2L2
ENSBTAG00000059883	ENSBTAT00000117077#ENSBTAG00000059883
ENSBTAG00000011411	NM_001206418#SIT1
ENSBTAG00000007236	XM_059882339#PCM1
ENSBTAG00000068835	ENSBTAT00000118192#ENSBTAG00000068835
ENSBTAG00000018366	ENSBTAT00000116212#SLC15A3
ENSBTAG00000001044	ENSBTAT00000001386#SUPV3L1
ENSBTAG00000025477	NM_001206854#KIF3A
ENSBTAG00000018431	XM_059883049#NAV2
ENSBTAG00000016732	XM_010816634#DNAI2
ENSBTAG00000013997	XM_002693429#ENSBTAG00000013997
ENSBTAG00000030669	ENSBTAT00000077707#FGGY
ENSBTAG00000060648	XM_024978796#ENSBTAG00000060648
ENSBTAG00000034776	NM_001102201#DDAH1
ENSBTAG00000045699	ENSBTAT00000063012#CTNNA3
ENSBTAG00000009554	XM_005227205#EHBP1L1
ENSBTAG00000010026	ENSBTAT00000013226#CACNA1D
ENSBTAG00000007336	ENSBTAT00000009651#HCST
ENSBTAG00000015095	XM_059879346#TTC6
ENSBTAG00000059602	ENSBTAT00000117102#ENSBTAG00000059602
ENSBTAG00000002843	NM_001098941#ACOT4
ENSBTAG00000051262	XM_059886038#MAGI2
ENSBTAG00000011683	ENSBTAT00000052258#NUMB
ENSBTAG00000054911	XM_059883140#ANO9
ENSBTAG00000009453	XM_059879494#URGCP
ENSBTAG00000057686	XM_003587809#ENSBTAG00000057686
ENSBTAG00000001331	XM_003585694#ERICH6
ENSBTAG00000011970	ENSBTAT00000081446#FNIP2
ENSBTAG00000020319	ENSBTAT00000078598#ALOX5
ENSBTAG00000015186	XM_005208495#ILVBL
ENSBTAG00000007923	ENSBTAT00000047833#LAMTOR3
ENSBTAG00000009832	ENSBTAT00000012965#NOBOX
ENSBTAG00000009533	NM_001035501#RPL3L
ENSBTAG00000013289	ENSBTAT00000078445#PHF8
ENSBTAG00000007371	XM_010808829#SCAMP1
XM_024992355	XM_024992355#OR5BS1
ENSBTAG00000000310	ENSBTAT00000079286#MFAP5
ENSBTAG00000006878	XM_059883731#ENSBTAG00000006878
ENSBTAG00000014966	ENSBTAT00000019923#PLXNB2
ENSBTAG00000023064	XM_059891885#ENSBTAG00000023064
ENSBTAG00000004881	ENSBTAT00000091729#MTHFD2
ENSBTAG00000004028	NM_001102258#POLK
ENSBTAG00000011823	XM_024976740#CLSTN1
ENSBTAG00000018572	ENSBTAT00000114123#FLT3
ENSBTAG00000007931	ENSBTAT00000069837#SLC38A6
ENSBTAG00000068522	ENSBTAT00000130312#ENSBTAG00000068522
ENSBTAG00000021164	XM_059880059#SLMAP
ENSBTAG00000020605	ENSBTAT00000027457#SMTNL2
ENSBTAG00000004495	NM_001101067#UBA5
ENSBTAG00000038043	NM_001434994#ABCD2
ENSBTAG00000002545	ENSBTAT00000003296#ENSBTAG00000002545
ENSBTAG00000040449	NM_001077076#C15H11orf97
ENSBTAG00000006117	XM_002697933#FLYWCH1
ENSBTAG00000005413	ENSBTAT00000070082#NLRC5
ENSBTAG00000064129	ENSBTAT00000090514#C2H2orf88
ENSBTAG00000020214	XM_002686261#LRRC8B
ENSBTAG00000010215	XM_015472070#CREB3L3
ENSBTAG00000002336	ENSBTAT00000122264#RCOR1
ENSBTAG00000008419	ENSBTAT00000086979#PDE2A
ENSBTAG00000032137	XM_059888435#PNPLA6
ENSBTAG00000014494	NM_001206337#RNASET2
ENSBTAG00000068497	ENSBTAT00000126825#ENSBTAG00000068497
ENSBTAG00000058319	ENSBTAT00000106223#ENSBTAG00000058319
ENSBTAG00000033128	ENSBTAT00000120052#CRH
ENSBTAG00000000620	ENSBTAT00000088155#MCMDC2
ENSBTAG00000003506	ENSBTAT00000004557#STEAP2
ENSBTAG00000069394	NM_001390345#OR5AK6
ENSBTAG00000004611	ENSBTAT00000006050#ENSBTAG00000004611
ENSBTAG00000069037	XM_010812538#ENSBTAG00000069037
ENSBTAG00000010018	XM_059883520#ATP7A
ENSBTAG00000000575	XM_059889195#TNC
ENSBTAG00000010519	XM_015458629#NEURL4
ENSBTAG00000046158	NM_001040526#CFB
ENSBTAG00000004551	XM_024984674#RHOT2
ENSBTAG00000037511	NM_001390400#OR4K3
ENSBTAG00000012180	ENSBTAT00000107356#BMF
ENSBTAG00000014289	ENSBTAT00000072453#ZFYVE9
ENSBTAG00000020451	XM_059884406#USP1
ENSBTAG00000021449	XM_059874487#DCAF13
ENSBTAG00000011423	ENSBTAT00000015176#SERPINI2
ENSBTAG00000006231	ENSBTAT00000066635#ACSBG1
ENSBTAG00000055124	XM_059877406#URAH
ENSBTAG00000008386	ENSBTAT00000078764#CLPX
ENSBTAG00000001573	XM_005226314#JMJD1C
ENSBTAG00000010455	ENSBTAT00000013803#INTS5
ENSBTAG00000033351	NM_001191517#PACRGL
ENSBTAG00000020598	ENSBTAT00000044884#PPP2R2C
ENSBTAG00000021336	ENSBTAT00000119133#KIF5A
ENSBTAG00000055204	ENSBTAT00000093710#JRK
ENSBTAG00000004951	ENSBTAT00000006511#CFAP68
ENSBTAG00000008438	ENSBTAT00000095485#ARFIP1
ENSBTAG00000009997	XM_059882962#ANO1
ENSBTAG00000016895	ENSBTAT00000022471#NIPA2
ENSBTAG00000008275	XM_024984517#GREB1L
XM_059882034	XM_005225705#ADAM8
ENSBTAG00000065058	ENSBTAT00000112466#ENSBTAG00000065058
ENSBTAG00000001645	NM_001034587#AAR2
ENSBTAG00000000341	ENSBTAT00000035645#ISOC1
ENSBTAG00000063784	NM_001390331#OR6C2F
ENSBTAG00000056247	XM_015471192#ENSBTAG00000056247
ENSBTAG00000002271	XM_010810697#CDADC1
ENSBTAG00000011399	NM_001434799#YARS2
XM_005204359	XM_002686269#LOC507055
ENSBTAG00000010251	ENSBTAT00000066231#GABRG2
ENSBTAG00000017715	ENSBTAT00000130529#HOMER2
ENSBTAG00000020750	ENSBTAT00000110279#AFF2
ENSBTAG00000008839	ENSBTAT00000120777#AMER1
ENSBTAG00000002735	ENSBTAT00000003544#METTL26
ENSBTAG00000010993	ENSBTAT00000014584#ZNF839
ENSBTAG00000049034	XM_002690740#ENSBTAG00000049034
ENSBTAG00000015198	XM_024996274#DZIP1L
ENSBTAG00000013495	XM_015471703#WDFY3
ENSBTAG00000006143	NM_001192341#CREB3L1
ENSBTAG00000044064	XM_059891841#RNF144A
ENSBTAG00000024125	ENSBTAT00000000975#ENSBTAG00000024125
ENSBTAG00000021677	ENSBTAT00000124446#TRIM37
ENSBTAG00000047254	XM_024999725#ABCA2
ENSBTAG00000013023	XM_059891697#MAP4K4
ENSBTAG00000011888	XM_005204902#CCDC24
ENSBTAG00000003990	ENSBTAT00000128466#ITPRIP
ENSBTAG00000006939	ENSBTAT00000100815#FGD3
ENSBTAG00000011327	NM_001075197#OLFML3
ENSBTAG00000047743	ENSBTAT00000076235#KCNIP4
ENSBTAG00000012044	ENSBTAT00000134124#RPL13
ENSBTAG00000019915	NM_001034627#GSN
ENSBTAG00000003016	XM_024976450#PTPN7
ENSBTAG00000012305	ENSBTAT00000070624#ADGRL2
ENSBTAG00000060180	ENSBTAT00000124331#ENSBTAG00000060180
ENSBTAG00000019808	ENSBTAT00000026390#CCSER1
ENSBTAG00000008863	NM_001083515#TMEM87A
ENSBTAG00000068476	XM_024999411#SOWAHC
ENSBTAG00000017679	ENSBTAT00000023513#PAK5
ENSBTAG00000004219	ENSBTAT00000091377#ENSBTAG00000004219
ENSBTAG00000039793	ENSBTAT00000008609#HDGF
ENSBTAG00000007147	XM_024980278#CUEDC1
ENSBTAG00000009061	ENSBTAT00000113832#FAR1
ENSBTAG00000007439	XM_024987530#TENM4
ENSBTAG00000057310	ENSBTAT00000115378#ARMCX6
ENSBTAG00000011790	XM_059883453#MED14
XM_059887885	XM_059887885#LOC132345571
ENSBTAG00000009306	ENSBTAT00000012258#MORN1
ENSBTAG00000037640	XM_059892965#PID1
ENSBTAG00000053813	ENSBTAT00000086259#SPATS1
ENSBTAG00000011957	ENSBTAT00000043028#CREBL2
ENSBTAG00000057407	XM_059880629#TSBP1
ENSBTAG00000020160	NM_001038174#RNF138
ENSBTAG00000062773	ENSBTAT00000121458#ENSBTAG00000062773
ENSBTAG00000063790	XM_002690227#ENSBTAG00000063790
ENSBTAG00000048323	ENSBTAT00000079601#ENSBTAG00000048323
ENSBTAG00000021217	ENSBTAT00000134409#COL11A1
ENSBTAG00000017196	ENSBTAT00000133788#PDIA3
ENSBTAG00000008283	ENSBTAT00000130100#FLI1
XM_059885099	XM_059885099#LOC132344881
ENSBTAG00000003855	XM_024988788#FAM120C
ENSBTAG00000069139	ENSBTAT00000075775#ENSBTAG00000069139
ENSBTAG00000002725	ENSBTAT00000003532#RNGTT
ENSBTAG00000011217	ENSBTAT00000116625#DNAJC11
ENSBTAG00000005412	XM_024984472#NEDD4L
ENSBTAG00000021790	ENSBTAT00000029044#APOOL
ENSBTAG00000011717	ENSBTAT00000015560#SAP30BP
ENSBTAG00000006667	NM_001428125#EPB41
NM_001374535	NM_001374535#H4C8
ENSBTAG00000049856	ENSBTAT00000036975#ENSBTAG00000049856
ENSBTAG00000069535	ENSBTAT00000103530#ENSBTAG00000069535
ENSBTAG00000014288	NM_001105412#GPRC5D
ENSBTAG00000032598	ENSBTAT00000083842#RP9
ENSBTAG00000025035	XM_024981202#PRLR
ENSBTAG00000019334	XM_024987155#KLC2
ENSBTAG00000011395	ENSBTAT00000037956#DNM1L
ENSBTAG00000004085	ENSBTAT00000005338#ASF1B
ENSBTAG00000007008	XM_024982161#MOK
ENSBTAG00000016107	ENSBTAT00000101607#PCYT1B
ENSBTAG00000009216	ENSBTAT00000108503#HVCN1
ENSBTAG00000060598	XM_059876205#ENSBTAG00000060598
ENSBTAG00000012675	ENSBTAT00000124661#MYO19
ENSBTAG00000058255	ENSBTAT00000101577#ENSBTAG00000058255
ENSBTAG00000022314	ENSBTAT00000030192#EMD
ENSBTAG00000008088	XM_059877907#KIF18B
ENSBTAG00000006364	ENSBTAT00000008351#GLMP
ENSBTAG00000004856	ENSBTAT00000071791#RNF130
ENSBTAG00000030648	NM_001244324#MPST
ENSBTAG00000006491	ENSBTAT00000097821#AGL
ENSBTAG00000010689	ENSBTAT00000065759#NRG2
ENSBTAG00000002340	ENSBTAT00000030838#STEAP4
ENSBTAG00000011325	XM_024999150#KHK
ENSBTAG00000020238	XM_059890056#RIMS1
ENSBTAG00000021260	ENSBTAT00000028329#GALNT11
ENSBTAG00000030567	XM_005213317#ODF2
ENSBTAG00000017957	NM_001205583#SPATA24
ENSBTAG00000026119	ENSBTAT00000018539#ENSBTAG00000026119
ENSBTAG00000018795	XM_005202204#PMS1
ENSBTAG00000021494	XM_003585756#EN1
ENSBTAG00000000061	ENSBTAT00000117478#PCDH7
ENSBTAG00000015109	ENSBTAT00000020105#TOB2
ENSBTAG00000046812	ENSBTAT00000063049#TEX38
ENSBTAG00000010506	ENSBTAT00000131844#MEAF6
ENSBTAG00000069599	ENSBTAT00000116914#ENSBTAG00000069599
